tmmx (K),rmin (%),vs (m/s),vpd (kPa),pr (mm),pet (mm),erc (-),fm100 (%),fm1000 (%),th (Degrees clockwise from north),Drought (mm),Drought_30days,Drought_90days,month,cumsum,days_since_rain,santa_ana_flag,slope,aspect,label,fire_name,lat,lon,date,ndvi
308.1,21.0,2.3,2.4,0.0,7.2,66.0,7.6,10.2,170.0,-7.2,-181.20000004768372,-452.8999993801117,6,10,42,False,0.09276375004406441,281.21934246278454,1,LAKE,34.553096752482766,-118.59269507739029,2017-06-17,0.33431525761794717
307.2,14.6,3.2,2.83,0.0,7.9,92.0,5.5,5.3,223.0,-7.9,-238.59999990463257,-622.6999983787537,7,4,73,False,0.10819022013169043,260.66277956019246,1,GORMAN,34.796971505989816,-118.82739330274133,2017-07-28,0.2634523006437851
305.4,23.3,3.9,2.04,0.0,7.3,71.0,8.5,8.4,172.0,-7.3,-211.80000066757202,-625.2000024318695,8,2,98,False,0.03408958927337866,242.29087215848892,1,ESCONDIDO,34.50146307289904,-118.2596515272769,2017-08-13,0.27530140005134174
306.9,23.9,2.4,2.13,0.0,6.7,62.0,9.5,10.2,204.0,-6.7,-204.19999933242798,-527.399998664856,7,4,69,False,0.06416345090026136,217.13900827121108,1,RODEO,34.12481971086463,-117.75602965808986,2017-07-23,0.35871340086087744
300.4,43.7,2.4,0.9,0.0,5.3,48.0,12.6,12.2,137.0,-5.3,-178.7000014781952,-470.6000008583069,6,3,54,False,0.05599915396851457,191.13101406680315,1,STOKES,34.105341067688116,-118.69347950825059,2017-06-29,0.41533731360970094
291.0,41.3,7.7,0.64,0.0,5.1,68.0,9.4,7.8,228.0,-5.1,-206.69999980926514,-503.9000005722046,6,10,36,False,0.13581705161978816,64.43740710124332,1,JOHNSON,34.67122599620843,-118.35526820681284,2017-06-11,0.2965660150465021
310.1,11.0,2.3,3.57,0.0,6.8,80.0,6.5,7.7,176.0,-6.8,-200.30000066757202,-639.8000030517578,8,2,112,False,0.050524430657233936,266.89902907974715,1,SIERRA,34.507894205248896,-118.22676772916321,2017-08-27,0.24012273606887552
306.6,24.5,2.9,2.16,0.0,7.2,68.0,8.9,9.0,171.0,-7.2,-224.7999997138977,-558.5999999046326,7,4,59,False,0.1127509848591724,71.9583571030017,1,TOWSLEY,34.35365283479951,-118.55417786131254,2017-07-13,0.3876499545849456
306.0,26.0,2.5,1.78,0.0,6.5,55.0,12.0,11.2,171.0,-6.5,-157.79999995231628,-440.2999999523163,6,17,28,False,0.03874628621745282,304.3688452832608,1,FIVE,34.53736264594087,-118.65088017452574,2017-06-03,0.3483054290510515
298.9,47.0,2.2,0.85,0.0,5.2,43.0,13.5,12.9,154.0,-5.2,-166.40000104904175,-440.30000042915344,6,3,54,False,0.14645002818119185,295.2729642320318,1,TOPANGA,34.054067979693826,-118.57925017867215,2017-06-29,0.5628990564487736
310.9,8.9,3.0,3.59,0.0,8.7,91.0,4.6,6.3,253.0,-8.7,-258.8999991416931,-601.1999995708466,6,4,55,False,0.019827405407963215,88.41505876842898,1,NEENACH,34.77646755173711,-118.59334424283087,2017-06-30,0.2520296713281189
302.2,12.3,2.1,1.99,0.0,6.5,77.0,7.8,7.8,235.0,-6.5,-207.99999952316284,-506.1000003814697,6,10,38,False,0.12040289088515863,59.36988871374016,1,SOUTH,34.67304539014107,-118.3655892691909,2017-06-13,0.2923800525349079
304.3,19.2,2.8,2.14,0.0,6.7,50.0,12.3,12.8,146.0,-6.7,-157.79999911785126,-361.90000009536743,5,23,13,False,0.0631302872929204,72.9645436420515,1,MULHOLLAND,34.09751152315578,-118.80649654599848,2017-05-19,0.5486253377577626
305.3,30.9,2.0,1.81,0.0,6.1,53.0,12.1,11.5,198.0,-6.1,-186.59999990463257,-501.79999923706055,7,4,77,False,0.07012275981527265,33.97737375988492,1,PALMS,34.018038333844046,-117.99531880363578,2017-07-31,0.30050892828936965
285.3,62.2,4.0,0.22,0.0,2.9,42.0,14.8,12.2,258.0,-2.9,-139.1000007390976,-259.4999994635582,5,24,8,False,0.13797443533984305,232.4979401794665,1,GAVINA,34.325145419813424,-118.40008246287992,2017-05-15,0.43086349792613055
299.0,19.1,4.1,1.82,0.0,7.0,65.0,7.6,10.7,178.0,-7.0,-143.69999885559082,-207.49999821186066,4,32,22,False,0.05556171534260889,356.74669002699363,1,ENCINAL,34.07854792943605,-118.87026635781326,2017-04-29,0.5407817842544876
303.4,21.2,2.6,1.81,0.0,6.4,59.0,10.1,11.0,162.0,-6.4,-160.00000071525574,-428.6000016927719,5,18,22,False,0.045193747201253624,141.83268472329794,1,BARN,34.50959503341886,-118.35391044236995,2017-05-29,0.298442467268311
306.9,26.0,2.4,2.08,0.0,6.9,66.0,9.0,9.3,167.0,-6.9,-220.40000104904175,-560.9999998807907,7,4,72,False,0.07198953179579266,312.4093249353433,1,OLD,34.33790525820499,-118.51118173665341,2017-07-18,0.3414207239050591
307.8,19.1,2.4,2.4,0.0,7.2,52.0,11.0,12.7,222.0,-7.2,-182.5,-462.4999985694885,7,4,58,False,0.026545436534668114,61.93200562103763,1,CANYON,33.954277003611566,-117.86307061237483,2017-07-04,0.3494170214446507
310.8,24.4,3.1,2.65,0.0,8.0,70.0,7.4,9.1,129.0,-8.0,-216.0,-544.7999999523163,7,5,55,False,0.04335464982529544,40.886572815496514,1,HASLEY,34.4532893302355,-118.64539570839459,2017-07-09,0.2611582034721811
304.3,36.4,2.4,1.5,0.0,4.8,51.0,12.0,11.5,146.0,-4.8,-199.80000019073486,-537.0999989509583,7,2,80,False,0.030566845370295415,175.7744543020826,1,PARKMOR,34.15750059253171,-118.69297960873395,2017-07-25,0.30950572601982373
309.7,15.1,3.6,3.16,0.0,8.5,87.0,6.3,6.0,221.0,-8.5,-246.49999809265137,-673.5999984741211,7,1,111,False,0.1351722344752137,46.869600165084,1,VISTA,34.536128363475015,-118.11935861943832,2017-07-29,0.22339517853942206
307.9,15.7,1.5,2.51,0.0,4.5,53.0,9.5,13.3,174.0,-4.5,-137.29999995231628,-492.59999918937683,9,1,25,False,0.10872048215792374,21.638213984267768,1,TETON,33.99792216352208,-117.99484743635429,2017-09-28,0.37535187291432187
294.1,35.3,1.5,0.89,0.0,2.0,46.0,14.4,12.3,238.0,-2.0,-97.49999928474426,-375.7999997138977,11,1,70,False,0.018736893737957165,131.81807558547462,1,HACIENDA,33.97484398535614,-117.96867952403609,2017-11-12,0.38438949416342433
301.9,15.3,1.8,1.74,0.0,3.3,82.0,6.0,7.1,155.0,-3.3,-117.0,-408.5,10,3,38,False,0.2170720646235276,225.3787801965241,1,COYOTE,34.1886477178047,-118.09586995570557,2017-10-29,0.4554203692368448
306.8,23.8,3.3,2.06,0.0,7.6,68.0,7.3,9.7,167.0,-7.6,-193.50000143051147,-496.5,6,7,46,False,0.09270105615788422,245.99704596792463,1,WAGON,34.48960712704997,-118.36566918500279,2017-06-22,0.2694072321516737
293.1,15.5,2.4,1.4,0.0,2.7,81.0,6.7,7.1,126.0,-2.7,-95.30000042915344,-301.79999923706055,12,2,46,False,0.17020318929482264,273.84630837033535,1,RAMBLA,34.0529158108835,-118.64962283217332,2017-12-18,0.5037962257345922
302.0,23.3,2.4,1.83,0.0,5.0,77.0,7.4,7.1,167.0,-5.0,-186.30000019073486,-654.4999985694885,9,1,6,False,0.12158721756471583,64.68349622301041,1,LEONA,34.60866643031308,-118.30429300191557,2017-09-09,0.35686169250518407
297.4,21.9,2.1,1.52,0.0,2.9,67.0,8.8,9.1,284.0,-2.9,-105.60000002384186,-399.499999165535,11,2,11,False,0.04576924846887147,218.31843894962063,1,SKYLINE,34.115643223773155,-118.62185394716339,2017-11-13,0.4376724739295308
304.3,3.4,2.1,2.53,0.0,4.7,70.0,7.4,10.0,148.0,-4.7,-138.39999961853027,-529.199999332428,10,3,25,False,0.052137154803063884,310.50975223612556,1,MARTINEZ,34.44875187501255,-118.67551808909782,2017-10-05,0.30298533088453095
307.7,14.7,2.4,2.81,0.0,7.5,72.0,7.5,9.0,234.0,-7.5,-199.90000176429749,-486.4000015258789,7,5,58,False,0.11758532425406609,299.1401392329965,1,BROWNS,34.30591092437656,-118.60654384750706,2017-07-04,0.38472165182537954
300.1,21.2,3.0,1.69,0.0,4.3,61.0,9.7,10.4,301.0,-4.3,-121.60000085830688,-423.79999899864197,10,1,48,False,0.1414545329756455,11.38694368075285,1,MEDLEY,34.07228078299522,-118.60523311062117,2017-10-21,0.5426345044137686
304.9,24.8,2.6,1.97,0.0,6.6,65.0,9.2,9.6,176.0,-6.6,-207.19999933242798,-525.3999984264374,7,6,64,False,0.056466770269215476,354.50682434953717,1,SAGE,34.365941050732786,-118.57331827323473,2016-07-09,0.301856452281748
311.2,14.6,2.8,2.87,0.0,7.9,52.0,11.1,13.7,152.0,-7.9,-153.0,-405.0999993085861,6,12,29,False,0.07057305444944988,84.69066463687933,1,OLD,34.132800365537584,-118.6291045400534,2016-06-04,0.4197467606579389
299.4,7.2,2.7,1.79,0.0,5.9,68.0,6.4,10.9,226.0,-5.9,-116.89999985694885,-243.20000064373016,4,14,10,False,0.08606400255864646,268.53931067325766,1,GORMAN,34.7857180197527,-118.82156934296242,2016-04-19,0.4123622328869929
295.7,13.8,4.0,1.6,0.0,5.1,90.0,4.8,6.0,228.0,-5.1,-156.30000042915344,-604.6000015735626,10,0,120,False,0.06740014426665336,181.91495994468514,1,JOHNSON,34.66453669723281,-118.37267466354292,2016-10-11,0.2794892776746573
304.6,5.3,4.7,2.84,0.0,6.8,61.0,11.1,10.8,35.0,-6.8,-136.10000038146973,-502.60000014305115,10,2,3,False,0.0699857973891072,262.3898512982939,1,KAGEL,34.28810363863217,-118.38744910207708,2016-10-19,0.2912535999210112
293.9,22.9,3.6,1.08,0.0,5.2,63.0,9.1,10.1,262.0,-5.2,-132.39999961853027,-273.99999928474426,4,15,4,False,0.05948220947976179,88.4152935652274,1,CEMENT,34.76423438568767,-118.7098893492517,2016-04-29,0.3519750562773983
296.1,22.9,3.1,1.74,0.0,3.9,56.0,13.4,10.2,216.0,-3.9,-131.70000052452087,-512.0000035762787,10,2,1,False,0.21035607351753394,306.7864654255052,1,SESNON,34.30667890746549,-118.55542451649639,2016-10-18,0.3072697268903415
295.5,20.2,6.5,1.51,0.0,6.4,49.0,11.9,13.3,211.0,-6.4,-125.29999828338623,-299.3999991416931,4,18,4,False,0.046447820130906245,267.3036464010947,1,NEWHALL ,34.451185444300194,-118.58483842660833,2016-04-15,0.2646478369893578
308.9,5.5,4.2,3.37,0.0,9.5,101.0,3.6,4.8,239.0,-9.5,-285.10000133514404,-680.2999999523163,7,7,73,False,0.019400400366349792,86.75893266820458,1,BARNES,34.779022962493514,-118.60614036316669,2016-07-19,0.20419797957853558
304.0,17.0,2.2,2.19,0.0,6.3,80.0,7.3,7.0,161.0,-6.3,-220.80000019073486,-589.9000010490417,8,4,91,False,0.02684420995804094,299.2414485057753,1,OAK,34.46977932736798,-118.6829391811087,2016-08-05,0.266011968563022
303.4,32.5,3.3,1.52,0.0,5.0,66.0,8.5,9.2,153.0,-5.0,-168.60000109672546,-598.6000010967255,9,0,120,False,0.071489222669021,134.60146974324212,1,CALGROVE,34.35419990457466,-118.54793043263052,2016-09-20,0.3180428407811854
302.4,25.2,2.1,1.51,0.0,5.8,53.0,11.0,12.1,211.0,-5.8,-174.09999990463257,-444.4999978542328,6,10,34,False,0.056571071923817925,185.9415156404229,1,WAYSIDE,34.454772434402926,-118.60260139483275,2016-06-09,0.21856085582828144
298.6,16.5,3.0,1.45,1.7,3.4,34.0,10.0,14.5,113.0,-1.7,20.999998331069946,-130.7000013589859,12,12,0,False,0.06213121999351404,15.560126474598443,1,LIBERTY,34.12259783121502,-118.72227506804903,2016-12-29,0.45882470625407307
299.5,30.2,3.0,1.11,0.0,5.7,48.0,12.8,12.7,191.0,-5.7,-143.4999988079071,-345.59999692440033,5,11,22,False,0.026160131704399747,195.99202026127816,1,DALE,34.51684092154996,-118.32463628985106,2016-05-28,0.231015801635265
302.9,11.6,3.6,2.14,0.0,6.6,95.0,5.1,4.9,223.0,-6.6,-213.39999961853027,-689.5999989509583,9,2,118,False,0.12819222622713222,273.67983727643616,1,GORMAN,34.79104959307562,-118.82647152319771,2016-09-02,0.22218534470841483
294.8,9.1,2.5,0.93,0.0,3.1,76.0,6.2,8.7,165.0,-3.1,-90.40000009536743,-404.6999988555908,11,4,20,False,0.026899442223280137,326.453836967837,1,RIDGE,34.534701456450314,-118.6436388178023,2016-11-19,0.20903186284259503
306.4,6.0,5.8,3.19,0.0,8.7,76.0,7.1,8.6,36.0,-8.7,-171.5999994277954,-597.1000003814697,9,0,120,False,0.016985736241872707,78.87704119841243,1,SOLEDAD ,34.43199462892132,-118.39331010294948,2016-09-25,0.22193757676282994
302.5,13.6,3.8,2.12,0.0,7.6,90.0,5.7,5.5,271.0,-7.6,-241.59999895095825,-600.4999985694885,7,7,67,False,0.07661492065964359,157.89641885668422,1,SYCAMORE,34.41627449236493,-117.83195982655775,2016-07-12,0.26259785746726955
296.9,26.8,3.9,1.24,0.0,5.6,59.0,9.0,11.0,300.0,-5.6,-126.30000007152557,-262.499999165535,4,17,12,False,0.06912261571910586,178.87979265164762,1,WESTLAKE ,34.12889897711747,-118.81528046353394,2016-04-23,0.46262128075510445
306.1,2.9,2.6,2.82,0.0,4.5,67.0,6.6,11.5,129.0,-4.5,-81.60000050067902,-373.2000015974045,11,4,17,False,0.053164267758045385,88.82839209625897,1,CROSSROADS,34.02862374527347,-118.00698384918368,2016-11-10,0.3160315444457608
302.8,34.5,2.6,1.29,0.0,6.0,49.0,11.3,13.1,148.0,-6.0,-172.99999976158142,-432.7000000476837,6,10,48,False,0.04201850640320807,355.6963639309969,1,TOPANGA,34.12698651650849,-118.60019568898468,2016-06-23,0.370429793032625
305.8,12.7,1.7,2.95,0.0,3.4,67.0,6.8,10.5,115.0,-3.4,-83.19999957084656,-366.79999923706055,11,4,10,False,0.09321826362974137,292.6383824468165,1,NEWELL,34.04838931531398,-118.73940862389726,2016-11-09,0.39091344783168736
308.9,9.2,3.9,3.68,0.0,8.4,96.0,4.9,4.9,227.0,-8.4,-244.40000247955322,-689.5000033378601,8,3,100,False,0.15111354683857792,65.80382210993899,1,SPRINGS,34.7311707636807,-118.6265123946301,2016-08-15,0.40359604431629675
299.0,19.1,3.9,1.61,0.0,6.9,80.0,6.5,7.3,218.0,-6.9,-190.49999928474426,-513.3000023365021,6,8,22,False,0.01970237410590564,13.216280305777676,1,POPPY,34.71782691726879,-118.39072213229979,2015-06-05,0.2521047547587077
306.1,19.8,3.0,2.21,0.0,7.3,66.0,6.7,10.6,115.0,-7.3,-191.70000171661377,-468.7000026702881,6,7,41,False,0.036182960457434424,100.42577587274457,1,CALGROVE,34.35679964282439,-118.5354251573004,2015-06-24,0.4149778521502193
312.3,16.0,2.4,3.17,0.0,7.3,62.0,8.2,11.2,176.0,-7.3,-162.2000014781952,-511.60000252723694,8,7,25,False,0.02681912801165972,353.248058146605,1,LINCOLN,34.02994903266467,-118.07265735747349,2015-08-16,0.29839245212240856
300.0,26.1,4.6,1.46,0.0,6.9,68.0,9.1,8.7,224.0,-6.9,-176.99999928474426,-455.9999993443489,5,8,12,False,0.008767305735164778,-0.0,1,MUNZ,34.70896416848978,-118.32848866988803,2015-05-26,0.24414999999999992
302.9,15.1,3.6,2.07,0.0,6.5,88.0,6.5,5.7,229.0,-6.5,-236.00000095367432,-696.6999983787537,9,4,48,False,0.13532205380443585,56.323565867857354,1,JOHNSON,34.67181964428399,-118.35728878407758,2015-09-05,0.2540249244742818
302.4,40.5,3.0,1.09,0.0,5.8,47.0,14.1,12.2,204.0,-5.8,-156.19999980926514,-450.7000002861023,6,9,4,False,0.10115225245371214,358.97934948167403,1,CASTAIC,34.515660762408956,-118.63689556779764,2015-06-13,0.23617802267251253
304.2,28.2,2.3,1.62,0.0,6.4,52.0,13.8,11.1,213.0,-6.4,-210.50000047683716,-503.20000207424164,7,4,59,False,0.0631452772357363,97.44731778085621,1,REMSEN,34.35563891613213,-118.50715953062267,2015-07-12,0.3559385159150147
304.4,6.0,2.5,2.93,0.0,7.4,89.0,3.4,7.4,229.0,-7.4,-196.9000005722046,-475.60000133514404,6,8,14,False,0.019302384097856083,281.4397553129245,1,FREEWAY,34.550697802067184,-118.66734464994583,2015-06-23,0.2904168177419672
311.3,17.5,2.2,3.2,2.7,6.1,54.0,8.4,8.4,97.0,-3.3999999,-187.19999957084656,-578.4000008106232,9,6,0,False,0.03946639219118882,314.9569212905893,1,HOPPER,34.53111087374154,-118.64173052512464,2015-09-09,0.2060830091047341
299.6,6.8,4.4,2.07,0.0,7.6,86.0,4.6,7.4,229.0,-7.6,-165.2999987602234,-383.99999821186066,5,12,8,False,0.1527070067714578,64.50587532061614,1,ZEBRA,34.67513903380786,-118.36411163021246,2015-05-03,0.3486329482622433
311.2,15.5,3.0,3.22,0.0,7.9,77.0,5.7,8.4,143.0,-7.9,-205.29999947547913,-495.7999994754791,6,6,20,False,0.03651752369083374,232.13432110411367,1,RIDGE,34.519154538792186,-118.63505047758856,2015-06-29,0.22164292794660673
313.2,16.9,2.3,3.43,5.0,6.4,49.0,9.7,9.6,94.0,-1.4000001,-189.50000095367432,-582.100001335144,9,4,0,False,0.0410904575216648,193.95578353992877,1,WAYSIDE,34.452419742773074,-118.6021594916934,2015-09-09,0.2383660347551343
299.6,12.3,3.7,1.67,0.0,5.9,70.0,7.7,9.5,225.0,-5.9,-156.09999871253967,-271.69999754428864,4,15,31,False,0.05059506943918278,186.6462890144399,1,WAYSIDE,34.44976906830604,-118.60828802105479,2015-04-02,0.3438338782924613
305.1,18.7,2.3,2.03,0.0,6.6,49.0,12.1,13.3,151.0,-6.6,-134.79999947547913,-419.89999890327454,5,9,15,False,0.05860931749812405,202.59919094239385,1,WIND,34.496412829773746,-118.60613699934095,2015-05-29,0.2467632138061765
305.5,20.1,3.1,2.45,0.0,6.6,84.0,5.8,6.7,247.0,-6.6,-206.7000012397766,-568.4999997615814,8,5,30,False,0.06336248050380328,219.77834955623698,1,SPUNKY,34.58567701786309,-118.31562683038543,2015-08-29,0.4221907702942919
310.8,17.4,2.1,3.1,3.9,6.0,54.0,8.6,8.2,97.0,-2.1,-185.39999866485596,-578.8000011444092,9,6,0,False,0.11207684551973093,53.11150076600884,1,FOUR BAY,34.556885578654146,-118.63346360284397,2015-09-09,0.18900543576985349
293.6,54.9,3.1,0.48,0.0,4.4,40.0,14.2,13.7,99.0,-4.4,-118.7000002861023,-419.5999994277954,6,9,21,False,0.16449914838575774,339.1464251828073,1,118 FWY,34.2758918007544,-118.62553268193989,2015-06-04,0.36115603182751527
304.1,17.9,3.1,2.46,0.0,5.8,56.0,8.5,12.8,215.0,-5.8,-49.90000128746033,-136.60000199079514,3,18,11,False,0.1768861885562222,276.70692361078073,1,TUNA,34.04806541202521,-118.59802731026488,2015-03-13,0.6107267110689999
295.5,9.5,3.9,1.46,0.0,5.2,64.0,6.5,11.6,353.0,-5.2,-8.300000429153442,-158.00000035762787,3,9,14,False,0.14674576312954304,64.07827789704977,1,PINE ,34.7578442681394,-118.71964505584965,2014-03-15,0.2890939198262244
297.6,30.7,3.2,1.06,0.0,5.5,67.0,8.6,9.1,213.0,-5.5,-179.9999988079071,-421.59999918937683,5,9,11,False,0.049790120389963666,246.02818658323903,1,LAKE,34.523265979009345,-118.6253793039503,2013-05-17,0.17721613290549623
306.6,12.1,2.2,2.47,0.0,5.3,73.0,8.9,8.2,143.0,-5.3,-156.60000038146973,-548.3000016212463,9,0,120,False,0.2334040624345462,282.93924557984207,1,MADRE,34.16629300058204,-117.91837018081512,2013-09-23,0.37286674170616135
300.2,30.1,3.5,1.24,0.0,5.8,61.0,10.5,9.8,323.0,-5.8,-172.59999990463257,-454.90000104904175,5,5,22,False,0.03858382883079178,42.61948982954145,1,MAGIC,34.41307043725899,-118.60431114293188,2013-05-28,0.263710328823936
301.3,13.6,7.1,1.93,0.0,8.8,86.0,5.3,6.7,301.0,-8.8,-194.80000066757202,-417.00000059604645,5,6,54,False,0.002886502087251924,18.186324975853445,1,MAY,34.785155688717616,-118.240912852927,2013-05-01,0.15778459715639823
300.8,23.4,3.1,1.57,0.0,5.1,78.0,7.2,7.2,221.0,-5.1,-176.49999976158142,-594.9999992847443,9,1,61,False,0.06307953246415246,210.94075288769733,1,CANYON,34.487534804864055,-118.6793056995714,2013-09-21,0.2440494292598151
304.4,20.2,2.7,1.94,0.0,6.8,71.0,7.7,8.8,5.0,-6.8,-204.40000009536743,-542.9000017642975,6,2,47,False,0.01644406156229127,80.45104381627064,1,COLTRANE,34.34728567827574,-118.53872629656867,2013-06-22,0.4594077517083384
291.2,6.9,7.6,1.25,0.0,5.2,79.0,5.0,8.7,143.0,-5.2,-97.3999992609024,-304.1999982595444,12,6,10,False,0.05326771459065626,210.48953730492408,1,LOWRIDGE,34.480521004800856,-118.53565366322255,2013-12-29,0.26327441598704615
308.2,13.8,2.1,2.87,0.0,5.6,70.0,7.8,9.5,266.0,-5.6,-169.19999933242798,-562.1999990940094,9,0,120,False,0.055436641259797775,244.4130004643889,1,CANYON,34.124034449491496,-117.75088660806198,2013-09-13,0.33894052917366
290.3,35.3,5.7,0.68,0.0,4.3,58.0,10.9,10.2,318.0,-4.3,-147.19999837875366,-303.5999991297722,4,13,31,False,0.04587806655205575,129.13547804671688,1,BOUQUET,34.46404039854612,-118.47167585025235,2013-04-08,0.2440922613640852
305.7,39.2,1.9,1.51,0.0,4.9,69.0,9.5,7.5,188.0,-4.9,-195.30000066757202,-580.0000014305115,8,3,110,False,0.21001012506608804,320.1093283833128,1,SHOOTING,34.16062058075746,-117.92153571771124,2013-08-27,0.3495518620172181
308.6,15.6,2.6,2.89,0.0,6.3,75.0,7.8,8.3,232.0,-6.3,-190.7000002861023,-614.0000019073486,9,0,120,False,0.07208240095511123,306.28004013301563,1,MARPLE,34.53964228056296,-118.65679053451841,2013-09-08,0.23022019787120598
300.4,1.0,7.4,2.28,0.0,8.5,78.0,7.8,8.2,120.0,-8.5,-168.49999904632568,-565.9999976158142,10,0,120,False,0.04480920246729852,310.1818835151174,1,CLARITA,34.335035222121995,-118.51011588788977,2013-10-05,0.3034813795963506
301.6,22.4,2.0,1.5,0.0,5.7,67.0,9.1,9.1,250.0,-5.7,-178.10000157356262,-462.20000195503235,5,6,21,False,0.03388822648532145,283.9910407546495,1,MADISON,34.443694617503766,-118.65843253088909,2013-05-27,0.23255798578199055
304.5,20.3,2.9,2.19,0.0,7.0,82.0,7.1,6.5,204.0,-7.0,-203.00000023841858,-574.9000000953674,7,5,82,False,0.10364405721766409,353.51175562406297,1,GABRIEL,34.2374053279368,-117.8585134219263,2013-07-30,0.4302698793515393
304.6,21.9,1.9,1.97,0.0,4.8,66.0,8.6,9.4,247.0,-4.8,-169.59999990463257,-527.300000667572,9,0,120,False,0.09594053850061521,347.25162845884614,1,VIRGENES,34.109453345023624,-118.72023854760509,2013-09-18,0.38202513377431113
308.4,22.9,3.2,2.29,0.0,7.0,60.0,9.8,10.7,31.0,-7.0,-198.0,-586.5,8,1,105,False,0.08004307475534572,95.07141242882514,1,CANYON,34.14564231319418,-118.60535268986303,2013-08-19,0.3785772545070392
305.8,24.1,2.3,1.98,0.0,6.4,54.0,11.0,11.8,233.0,-6.4,-169.40000104904175,-467.6000015735626,7,2,63,False,0.030394651079115414,105.56990596132006,1,CASTRO,34.085547138163534,-118.78237299324311,2013-07-08,0.5445415383096367
296.4,18.7,2.3,1.41,0.0,4.1,55.0,11.0,11.7,308.0,-4.1,-71.00000059604645,-103.99999678134918,3,25,3,False,0.06115070955665279,239.52487257929562,1,OLD TOPANGA,34.117581032142446,-118.63269515466588,2013-03-11,0.5923939480698985
303.3,23.5,4.1,1.89,0.0,7.6,83.0,6.8,6.2,211.0,-7.6,-228.09999990463257,-554.7000024318695,7,8,68,False,0.12553995481087424,3.7030756921928147,1,HILLSIDE,34.57389474941821,-118.21493719611728,2012-07-03,0.21902956767325663
302.9,16.2,2.6,1.94,0.0,6.7,72.0,8.2,8.7,194.0,-6.7,-195.9000015258789,-357.8000029325485,6,12,43,False,0.09413889187489519,350.9147685597847,1,FIVE MILE,34.53528937239613,-118.66006032415055,2012-06-08,0.37760714088234115
305.8,16.1,3.1,2.5,0.0,7.0,91.0,5.7,5.2,208.0,-7.0,-219.7000002861023,-640.8000011444092,8,1,114,False,0.07371045657546668,171.56624002791392,1,COPCO,34.748797063563124,-118.7626996280978,2012-08-18,0.280976612632535
301.7,6.4,4.0,2.18,0.0,7.6,65.0,6.4,11.5,167.0,-7.6,-113.0000011920929,-278.7999987602234,5,14,12,False,0.0587967024455171,253.26443713178577,1,TREE,34.43514569917506,-118.2274271805441,2012-05-08,0.3248799695910592
306.4,8.3,4.7,2.79,0.0,9.3,97.0,4.1,5.0,246.0,-9.3,-257.29999923706055,-631.7000002861023,6,9,65,False,0.07954609947157008,76.90473056974379,1,OASIS,34.43383733890048,-117.66438431239519,2012-06-30,0.19896828656622098
310.4,11.1,2.8,3.44,0.0,7.9,98.0,4.0,4.8,216.0,-7.9,-256.7999987602234,-744.9999985694885,7,2,109,False,0.06746496536124916,49.56619906613135,1,TOVEY,34.55584402856398,-118.15603856455513,2012-07-31,0.21731258295149314
303.3,23.5,4.1,1.89,0.0,7.6,83.0,6.8,6.2,211.0,-7.6,-228.09999990463257,-554.7000024318695,7,8,68,False,0.13213304351015112,40.37013035488178,1,HILLSIDE,34.581389880748524,-118.2247201522275,2012-07-03,0.23292524189408
302.2,9.7,5.3,2.25,0.0,8.8,93.0,4.9,5.5,237.0,-8.8,-253.80000114440918,-586.500002861023,6,9,60,False,0.05537555550978337,72.12571663678733,1,RIDGE,34.75631525846971,-118.55155140501199,2012-06-25,0.2478337934439178
303.5,11.8,5.1,2.24,0.0,8.7,94.0,4.8,5.3,237.0,-8.7,-243.49999809265137,-594.4000000953674,6,11,58,False,0.07983019911946597,72.4778452149554,1,TEJON,34.44913641270096,-117.70084565455286,2012-06-23,0.1782009774688493
294.7,4.3,4.4,1.49,0.0,4.3,77.0,5.6,9.0,140.0,-4.3,-69.49999952316284,-214.89999890327454,1,9,20,False,0.08208207853527169,121.72194412352492,1,ALISO,34.458973511357705,-118.17273223583767,2012-01-02,0.23907300280377528
310.1,10.5,2.5,3.05,0.0,7.5,81.0,5.7,7.8,26.0,-7.5,-217.99999904632568,-622.8999981880188,7,4,95,False,0.05779613565281859,197.22733076324326,1,MESA,34.4980566030818,-118.60466707012208,2012-07-30,0.24626818244644078
302.6,9.6,4.7,2.47,0.0,6.8,91.0,4.6,6.1,220.0,-6.8,-176.4000005722046,-623.9000015258789,10,2,28,False,0.03552991418500514,339.9824676515901,1,BOUQUET,34.60506986381415,-118.27016015359379,2012-10-03,0.29383064070153253
308.3,19.4,3.9,2.78,4.4,7.5,60.0,8.0,6.9,201.0,-3.1,-218.30000019073486,-703.6000022888184,8,1,0,False,0.13131063014158642,109.95939972532524,1,VINCENT,34.507284206129654,-118.0987240264434,2012-08-30,0.21209762215112382
303.8,9.5,2.1,2.38,0.0,6.6,80.0,5.5,8.3,231.0,-6.6,-181.6000018119812,-278.7000048160553,5,14,24,False,0.03268538354654326,157.30166145705329,1,HIGHWAY,34.75355328615054,-118.60245167182394,2012-05-20,0.3633721831681215
298.9,3.0,2.5,1.85,0.0,5.5,65.0,6.4,11.8,2.0,-5.5,-50.80000042915344,-231.0999995470047,4,14,7,False,0.06471240311242195,15.75184332167018,1,AGUA,34.462727642860656,-118.34106718937109,2012-04-08,0.29649161746411
